Tweets,Date
,0
Yes Lrihendry a stock market with a net gain of  for the previous year a trade war that had yet to bring down the cost of basic goods a govt shutdown that cost a million contractors a months salary  no back pay all thanks to Pres Trump Lucky us pictwittercommAjQamRQ ,2019-01-30
See trade war shut down etc ,2019-01-30
Which is lower than it hit last year and where all the gains from last year were wiped out by the end of the year due to your tariffs trade war with China fake caravan invasion rhetoric THIRD TrumpShutdown of the year talking about things you know not which you speak of etc ,2019-01-30
HarleyDavidson says Trumps trade war wiped away all of its profits this year   ,2019-01-30
No deal China take your shit and F off US and Chinese officials try for truce in trade war at day meeting in Washington   ,2019-01-30
These are the GOP traitors that spent the th of July  in the Kremlin What were they doing there Now each of their states FARMERS are in big trouble from the Trade War Only Daines can be voted out in  the rest of them except Granger terms go until  VoteThemOut  ,2019-01-30
The Dow of course is a great proxy for predicting future corporate profits of  big companies The corporate tax cut was a big windfall for them so it went up Trumps trade war and shutdowns are bad for profits and economy as a whole so Dows going down ,2019-01-30
Signed up for my soybean money today  per bushel for sales lost due to the trade war ,2019-01-30
pretty convincing statement from Venezuelan Ambassador Jorge Valero US that doesnt recognize any of the agreements made around Iran signed by various European countries that launches a trade war with China that has built a wall a criminal wall that sequesters children ,2019-01-30
Againbecause it tankedbecause of Trump Trade War ,2019-01-30
Powell is right in being cautious but has flipped flopped too much and worse now appears bowing to Trump  Lost credibility  that or Trump has requested some respite to go hammer and tongs at China on trade war  hence cannot afford a more hawkish FED further puncturing markets ,2019-01-30
More IntellectualProperty espionage targeting Apple This continues to highlight the China TradeWar MAGA KAG QAnon QArmy WWGWGA  ,2019-01-30
More IntellectualProperty espionage targeting Apple This continues to highlight the China TradeWar MAGA KAG QAnon QArmy WWGWGA   ,2019-01-30
Seems China is not too thrilled with Trumps trade war ,2019-01-30
The two sides have just a month remaining in a day truce declared in December in the trade war Business  ,2019-01-30
Just ignore the fact that for the second year in a row weve had to borrow  trillion to service the federal deficit due to Trumps tax breaks for the wealthy And the fact that the stock gains are a net zero for the year due to his idiotic trade war ,2019-01-30
I believe trade war is only there because one person wants it Hope new president brings about better DEAL for both country ,2019-01-30
trade US China resume trade talks with a chill in the air Top US and Chinese trade officials returned to the bargaining table Wednesday working to avoid a sharp escalation in the trade war between the worlds two largest economies At the head of a person delegation f ,2019-01-30
Chinese Government Turns Trade War Into Ground War US energy companies may start to feel the bite of the USChina trade war in  The Chinese government has taken the trade war beyond tariffs and a  pictwittercomRbLKXONSe ,2019-01-30
Protesters rush Beijing delegation as USChina trade war talks start with meeting between VP Liu He and USTR Robert Lighthizer   ,2019-01-30
If your failing Tradewar had not been started the market could be at  Its still well below where it was before your stupid tariffs ,2019-01-30
China  the US try to negotiate an end to the Trade War But Trumps growing insecurity makes a deal less likely The politics of a deal are growing more complicated as Ts standing in the polls has been falling again   ,2019-01-29
Just  off its pre trade war high ,2019-01-30
Winning the trade war alright ,2019-01-30
Uncertainties such as the tradewar Brexit and IMO to continue to dominate the shippingindustry in  says iContainers shipping   ,2019-01-30
Is Huawei a Pawn in the Trade War   via ForeignAffairs ,2019-01-30
USChina trade war talks begin with protesters rushing Beijing delegation  by owenschurchill ,2019-01-30
TYTLive TheYoungTurks Another measure to limit out of control tRump The bills would require tRump to have congressional approval before taking trade actions like tariffs and quotas under Section  of the Trade Expansion Act of  TradeWar   ,2019-01-30
Visas CEOs worried about the impact of Brexit the US shutdown and the trade war   ,2019-01-30
Dec  takes Meng  Huawei into custody by order of same day G ChinaUS trade ultimatum meeting Jan  files formal charges Huawei extradition request for Meng  hrs later day highlevel trade war negotiations    ,2019-01-30
Was todays move very bullish Not to me Can we go higher Yes Am I looking for a pause Follow pricebe prepared Catalyst for lower Trade war  may be Going in all short  zone  watching No conformation no short What next Catchup on my sleep  workout ,2019-01-30
You are sooo right These officials will rob the people all around the world outside China sooner or later if nothing is done to stop them like trade war Our Chinese are suffering sooo much You should be cautious ,2019-01-30
No the Dow just broke  AGAIN It was almost at  when you started that disastrous trade war So were still off  from where we were then But look on the bright side you were responsible for an  drop in the lead economic indicator in the US Be proud ,2019-01-30
Or  below its high Nice job trade war lover Nice job shutting down the govt and losing  of growth trumpfail gopfail traitor idiot  ,2019-01-30
USA China tradewar Trump Do not expect too much from the current talks Diplomats say both sides will need more talks after negotiations finish in Washington Even if they reach a temporary deal to prevent tariff increases after March  much more talks would be neededpictwittercomLJjFXEQm ,2019-01-30
Australia Defense Minister Pyne on USChina Trade War   mywork ,2019-01-28
Because you can never do enough to give the uberwealthy a helping hand HELLO To owe estate tax you have to die with an estate worth  MILLION And dont give me that family farms crap if you want to help farmers you would cancel the tariffs that started the trade war   ,2019-01-30
Tradewar Bullshit hes making things right ,2019-01-30
Countrys most prosperous province Guangdong has set lower  growth target that matches expected national target as fast growth fades and trade war clouds outlook  pictwittercomjsHPKtW ,2019-01-30
By doing so well you mean lowest approval rating in history a clusterfuck of a White House administration that is leaking like a sieve an insane trade war with a country with a roaring economy aides who are rolling over to Mueller a prison sentence pending Strange metrics ,2019-01-30
The way Japan is treating CEO Ghosn we should highly likely expect to see how Nissan and Mitsubishi together deal with Renault Probably Not a pleasant event for Macron  France Is Eruption of a trade war between France  Japan looming Maybe ,2019-01-30
Of course it was only below K because you started an ill conceived trade war at the same time the Fed was shrinking its balance sheets Sad   ,2019-01-30
BULLCRAP Even without the stupid trade war the deficit financed tax cut for rich people would not have done anything else ,2019-01-30
Protesters rush Beijing delegation as USChina trade war talks start with meeting between VP Liu He and USTR Robert Lighthizer  South China Morning Post   ,2019-01-30
Dear TrumpHow about the meeting between China and United States for the trade warIt is very good or not Tks ,2019-01-30
Trump is winning the trade war with the ChiComs ,2019-01-30
An easy bullish narrative is China trade war ends and then a B infrastructure but future SPY earnings and global econ concerns linger   ,2019-01-30
USChina trade war talks begin with protesters rushing Beijing delegation   SCMPNews ,2019-01-30
Yet it still hasnt recovered from its lowWere on the way to another recession and your trade war is making investors nervous Oh and then theres that pesky Russia thing TrumpPenceForPrison AnnulHisPresidency ,2019-01-30
So its still  points below where it was a year ago And this is exciting because Maybe if you hadnt started a trade war to tank it in December to start with ,2019-01-30
Tremendous news for people that have tons of money tied up in stocks and bonds people like you Everywhere else theres businesses hurting andor closing due to your created trade war The percent win again ,2019-01-30
Foxconn is rethinking its  billion Wisconsin factory amid Trumps China trade war   wiunion wiright MAGA ,2019-01-30
USChina trade war talks begin with protesters rushing Beijing delegation  owenschurchill with the story  ,2019-01-30
Trade war                       ,2019-01-30
Didnt this happen before your trade war as well ,2019-01-30
Tax cuts were meant to help bring jobs back from overseas  to allow companies to survive the tarrifs China went to zero  corporate tax after Trumps taxes and tarrifs If u liberals were smart u would join the trade war if we made products here instead of china less carbon ,2019-01-30
What about Trump  China Trade War be fair here ,2019-01-30
The US China trade conflict has economic impacts  implications for Canada Join CIC in Yeg on Feb  for our st event of  as we welcome Bart des from ADBHQ Washington DC office to explain this TradeWar  how it may be resolved To RSVP  pictwittercomdZmZHEtRP ,2019-01-30
How will US fraud charges against Chinese tech giant Huawei impact trade negotiations AsiaPolicy trade commission are coming to Sydney and Melbourne next month to discuss how regional deals have been hit by the USChina trade war  pictwittercomkhRxFnmIsc ,2019-01-30
Why Trumps trade war makes sense  if youre Trump Navarro Canada China Huawei  ,2019-01-30
I just read that our trade war with China also has a winner  and it is neither usUS nor China Russia has stepped up their imports to China and sanctioned companies are profiting from it He even did this for Russia You cannot make this stuff up ,2019-01-30
Business leaders said they wouldnt invest the tax cuts before the legislation went through long before trade war was real Should have believed them then really should believe them now ,2019-01-30
Second Chinese man stole Apples futurecar secrets for company in China  via SCMPNews Huawei Xis Tradewar Apple ,2019-01-30
What the Trade War Means to You   ,2019-01-30
Heres a graph of the Dow for the past  months Hint its down thanks to somebodys unnecessary trade war pictwittercomgQyvXGMvx ,2019-01-30
Chinese stocks enter bear market as trade war heats up  Chinas benchmark Shanghai Composite is now down more than  from its most recent peak as fears of an allout trade war with the US intensify copyright   January  ,2019-01-30
Why dont you thank Powellahole His appropriate change of interest rate policy is responsible not anything you have been doing recently End the trade war not just with China but with our allies as well ,2019-01-30
There Is No SinoAmerican Trade War  by Martin Feldstein  ,2019-01-30
Two contributors that are fueling home inflation are the labor shortage and the tariff trade war thats increasing the cost of materials necessary at every stage of construction from framing to fine finish Badly constructed homes cost a lot these days even at the entry level ,2019-01-30
No started well before and driven by different factors USChinaTechColdWar Is Huawei a Pawn in the Trade War   ,2019-01-30
Today marks the beginning of another round of trade talks between the United States and China as the two countries look to navigate their trade war and differing economic policies Here are five facts on the  USChina trade talks  ,2019-01-30
The trade war exacerbated it true but there is NO WAY what they said was going to happen was going to happen Corporations were already flush with cash BEFORE the tax cut and werent reinvesting a share buyback is no investment ,2019-01-30
True but the trade war did not compel companies to invest in stock buy backs instead of capex CNBC Forbes ,2019-01-30
Insights The rally in risk assets since late December has been supported by Fed commentary that they will be patient with further interest rate hikes and positive developments in the Chinese trade war  pictwittercomzcLadrHNi ,2019-01-30
Tremendous how after that god awful trade war and that the cost is goin up I dont see anything good about that   ,2019-01-30
Trumps Trade War With China Makes Russia Great Again  via CFRorg ,2019-01-30
Until this issue is settled the Fed is likely to move very slowly as a fullout trade war could send the world economy into recession  FederalReserve economy interestrates ,2019-01-30
Another victim of the allout US vs China trade war Foxconn may drop plans to build flat screens in Wisconsin CNN ,2019-01-30
realDonaldTrump Nailed It   now lets end the TradeWar ATH  ,2019-01-30
Failed to release taxes Failed to denuke North Korea Failed to win trade war Failed to keep jobs in the US Lowest economy in December since the Great Depression Under  investigations Longest govt shutdown Failed to have Mexico pay for wall Failed to replace Obamacare More ,2019-01-30
Seems theres a certain amount of looting going on Maybe GOP got the idea from the Russians The US Treasury is borrowing  TRILLION But no problem The ber rich got a monster tax break Meanwhile our middle class is losing healthcare and paying for POTUSs trade war ,2019-01-30
The trade war created uncertainty Uncertainty leads to businesses doing nothing so as not to do the wrong thing Big business will make investments once the uncertainty is gone Tax cut will still be a positive ,2019-01-30
It was higher last year before you screwed up and started a trade war Perhaps I should celebrate having k in the bank I had k last year but success is all about the presentation right ,2019-01-30
Trade War Had No Material GDP Effect On Either Country Trumps trade war has been working and the Chinese economy has been feeling the effects of it Out of curiosity Im going to check out the numbers on China but on its face it seems like BS ,2019-01-30
Apple Says Profits Were Flat Citing Slump in China  WallStreet TradeWar pictwittercomEMNoJSrr ,2019-01-30
Hopefully this might help offset the huge loses to our retirement funds after your foolish trade war with China Unless you come to your senses our retirement funds will once again crash if you restart your trade war with China in March There go our retirement funds pictwittercomSDkxgvGiBE ,2019-01-30
BBC News  Trade war Firms look to new factories as tariffs bite   ,2019-01-30
Bailing out farmers hurt by Trumps trade war is socialist Providing sanitation safe roads and bridges are socialist programs    our tax dollars subsidize common essential services for the greater good and that is straight up socialism ,2019-01-30
His trade war wiped out all the gains in  Last December worst trading month EVER Not a single mention from realDonaldTrump ,2019-01-30
This Fed news is hugely bullish If we can get this trade war done with Game on stocks ,2019-01-30
jfc man Your trade war is the reason its not  and everyone knows it ,2019-01-30
And for Final Jeopardy A America was on edge of economic Armageddon and Damage will Linger For Years Q How Will Media Report Shutdown and Trade War From Here on Out   ,2019-01-30
Usiminas  Entrar na operao apenas aps romper  contabilidade instago gestao insta trade TradeWar trading b bolsadevalores bovespa acoes mercadodevalores investimentos investimento swingtrade swingtrading opcoes forex forextrading forextrader ,2019-01-30
MAGA Trade War   ,2019-01-30
Huaweis G contract for Perth trains is under scrutiny but does WA have anything to fear perth With the Chinese tech giant under fire amid the USChina trade war Rebecca Turner weighs up WAs dealings with the company  pictwittercomIOfUjba ,2019-01-30
Trump is attacking our countrys conscious and unity with his domestic policies and rhetoric our economy with trade war hitting manufacturingagriculture our natl security with friending our enemies RussiaN Korea and provoking Iran he is a clear and present danger ,2019-01-30
Federal Reserve Chair Jay Powell Swats Away Claims Government Shutdown and China Trade War hurt the Economy Trade War Had No Material GDP Effect On Either Country Shutdown Money Not Spent Now Will Be Spent In Second Quarter ,2019-01-30
Technology Company Foxconn Is Rethinking Its  Billion Wisconsin Factory Amid Trumps China Trade War   ,2019-01-30
Chinese academic predicts a long and protracted trade war  via SCMPNews ,2019-01-30
It was a bad idea to start with The trade war just added to the problem and national debt increase   ,2019-01-30
It has been way over that until you started a trade war ,2019-01-30
its just steel not like why we got in to trade war over it ,2019-01-30
Thanks to NPR for having me on All Things Considered today to talk about the trade war   ,2019-01-30
AMAZING IS JUST HOW STUPID ULTRA RIGHTISTS ARE THIS TRUMPER DOES NOT RECOGNIZE THE EFFECTS OF DONNIEs WINNING TRADE WAR AND HIS TARIFFS DONNIE IS KILLING CATERPILLAR AND A LARGE NUMBER OF OTHER COMPANIES IN HIS STEEL AND ALU TARIFF WAR   ,2019-01-30
We wont have to worry about inflation if the economy slows Too many variables right now They need to sit tight and only move when its right Trump has a lot going on and can send us in either direction Gov shutdown and trade war can both end badly fast ,2019-01-30
As top level negotiators try to thrash out a deal to end the trade war between China and the United States a leading Chinese government academic has predicted that the irrational conflict will be long and protracted  pictwittercomfibYLWIj ,2019-01-30
The US and China open a pivotal round of highlevel talks aimed at ending their monthslong trade war but differences remain  via ReutersTVpictwittercomyfBaYpXeha ,2019-01-30
Protesters rush Beijing delegation as USChina trade war talks start with meeting between VP Liu He and USTR Robert Lighthizer   via scmpnews ,2019-01-30
Forget about Venezuela  worry about the mess youre making of America Personal debt up Gov may close again People work  jobs to pay basics People choose between food  meds Homeless rising  trillion added to debt next trillion projected Trade war losing jobs bail out ,2019-01-30
The United States and China were set to try again on Wednesday to dig out from a damaging trade war with a new round of highlevel   pictwittercomzkcujPcY ,2019-01-30
We will know the results of the trade war in  days The Fed can pause until then ,2019-01-30
Trade War Deescalation Chinas Congress to Vote on Foreign Investment Law  chinapictwittercomlRLVCBUux ,2019-01-30
realDonaldTrump it was near  before you started a trade war you fuck   ,2019-01-30
Cohen knew trickle down doesnt work so the tax cut would not have worked as he and the administration said without the trade war Did the trade war exacerbate it probably but it was always meant as a means to give the large Republican donors corporations and top tax cuts ,2019-01-30
What does Huawei have to do with the USChina trade war   ,2019-01-30
In the last year the US China trade war escalated and a new NAFTA deal was created Test your knowledge to see what else you know about US trade ,2019-01-30
trumptantrum this is the second time How is this tremendous We are just seeing some small recovery from your trade war logic fakenews FAKEpresident ,2019-01-30
WATCH VIDEO For even the most agile apparel companies moving production in response to tariffs would be a major disruptionone that would likely come with unforeseen issues Hear what you might be missing from Wayne Buchen of apdn  tradewar apparelpictwittercomuNxhjneT ,2019-01-30
It was already higher than that months ago until your ridiculous trade war and other actions slowed down the global economy and drove stocks lower ,2019-01-30
An interesting scenario where the EU could make a bigger difference might be if the USChina trade war resolves and part of the resolution includes China cutting back its business with Iran  ,2019-01-30
Okay so the logic youre using is Obama gets credit for the rise you blame Trumps trade war with china for the fall then by consistent logic you must be giving trumps policies the credit for this rise again ,2019-01-30
Congrats realDonaldTrump for winning the fight vs federalreserve Next stop the Trade War vs China ,2019-01-30
Looks like the trade war had no affect but the fed rate increase did ,2019-01-30
The Fed did their job and kept inflation in check Trade war alone is enough reason to pause on rates and continue QT QT is like fine tuning the economy from behind the scenes while nobody is paying attention ,2019-01-30
Instead of hiding behind the trade war Cohn should admit that the TrumpGOP tax cuts were illconceived producing a couple quarters of improved growth and trilliondollar budget deficits for years to come ,2019-01-30
Why did I lose  in my k last quarter End the trade war and stop tweeting ,2019-01-30
Glad you brag with the stock markets again Tomorrow the Dow will tank due to your trade war with China lets see if you mention it again ,2019-01-30
After your trade war tanked it The market just figured out noone is listing to you anymore ,2019-01-30
dkimguilfoyle I have a piece of legislation that would put the pres beyond Reagan and I need someone to help get it before to DJT  It knocks the trade war in the head and is a win win win for bus gov and jobs Please help ,2019-01-30
Trade war wont shake Xis grip on power  for now  via SCMPNews ,2019-01-30
It means I still havent gotten back the money my IRA lost since he started screwing around with this trade war ,2019-01-30
That sounds logical You mean without the trade war the tax cuts wouldve produced the economic boon that was predicted despite the corporations had no other plans for the tax windfall other than to buy back their own stock and make themselves even richer Yup i see it all now ,2019-01-30
Then we had the gift of a Pres stupid enough to launch a trade war Its infuriating the way ppl win this administration pastpresent like to obfuscate  speak like ppl are rock stupid to the point they cant even trust their own observations of events ,2019-01-30
Wasnt the Dow Jones MUCH higher before you started your idiotic trade war Right now the farmers youve destroyed couldnt care less ,2019-01-30
Even with the trade war killing soybean farmers she improved only a little over  in a much better D environment overall So its more Peter DeFazio than Ron Kind Not sure what they can do with the district lines ,2019-01-30
That explains the timing of the trade war To mask the lie ,2019-01-30
Uh didnt it break  in January before it took a dive and rode on a roller coaster Lets wait and see how your trade war goes before you start bragging ,2019-01-30
The Dow already broke  The Dow is still down  points from its high  months ago How come never mentioned that Your continued trade war with China has caused billions of dollars in losses ,2019-01-30
It was at k two months ago and your trade war tanked it Also Trump shutdown cost more than your B request for a wall ,2019-01-30
Gary Cohn Goldman Sachssays the tax cuts he helped architect havent produced the capital spending and investment the White House promised because of the trade war the administration launched simultaneously Enjoy Sunday ,2019-01-30
It was well above k before the trade warthat you started   ,2019-01-30
Trumps trade talks with China could decide the fate of the trade war and the US economys future  Business Insider   via GoogleNews ,2019-01-30
If he resigned and the trade war endedjust imagine what the DOW would do Thanks Obama for saving the economy after Bush destroyed lets get this SOB out of here before it happens again ,2019-01-30
It had broken  a year ago and then President Fuckwit started a TradeWar that caused it to drop   ,2019-01-30
Here are the winners and losers of the lumber trade war  ,2019-01-30
Why didnt tax cuts produce the promised economic boom and pay for themselves the last several times when there was no trade war ,2019-01-30
Thats still more than  points below where it was when you started your fucking trade war ,2019-01-30
On paper its a pretty Trumpy district but theres the whole the trade war is terrible for farmers thing Shell be in trouble in  if Dems win the White House ,2019-01-30
China Turns to Russia in Search to Replace US Soybeans    US China trade war sweetens Indias grape export plans    pictwittercomYzQUnYxd ,2018-11-07
The full list of crimes the US accuses Huawei of committing  TradeWar pictwittercomVlmEzQg ,2019-01-30
Amazing how he only comments on positive events on DOW Nothing about how his trade war wiped out ALL of the gains on  And caused the worst December EVER    ,2019-01-30
Literally the only reason it was able to was a combination of a stupid tax cut a stupid trade war and a stupid shutdown brought it back down BELOW  Dingus   ,2019-01-30
Lol Its been bouncing above and below  for months How many times will you take credit And ironically this is evidence that your irrational trade war is making the market skittish It wouldnt have fallen back so many times if investors could trust you ,2019-01-30
Ok So on a monthly or whatever basis Putin says keep up trade war with China Glad you arrested huwei ceo Good shit Donald Or hey China is our neighbor Communist as well NATO enemy Cut that shit out with the trade war and tell Canada to release huweii ceo now ,2019-01-30
Analogy Trump cannot cause a particular stock in my portfolio to go up or down but he can influence my overall stocks by starting a trade war with China or shut down the govt indefinitely Difference between cause and influence ,2019-01-30
He got what he wanteda compliant FOMCon to winning the TradeWar with China next POTUS s  ,2019-01-30
It has been there before Didnt the Stock Market lose all gains from last year Didnt your Trade War and your Tweets cause the losses earlier in the year ,2019-01-30
Shifts in Chinas Industrial SupplyChain and the US China TradeWar    ,2019-01-30
A Trade war You mean where he wants other Countries to have to play fair for a change You are such a troll and not even good at that ,2019-01-30
No thanks to you Mr Trade War ,2019-01-30
Japans Omron lowered its profit forecast for the second time this fiscal year as the trade war and slowing Chinese economy dampens demand for factory automation equipment  ,2019-01-30
Until you start tweeting about how well we are doing in the trade war with China and then it takes a dump again Or until the next TrumpShutdown Just dont get sore patting yourself on your back youll find a way to screw it up of that I am  positive ,2019-01-30
trade For USChina trade talks hopes are high expectations low WASHINGTON AP  US and Chinese negotiators are holding highlevel talks aimed at settling a sixmonth trade war that has weakened both sides shaken financial markets and clouded the outlook for the globa ,2019-01-30
Why are Republicans HouseGOP HouseSenate GOP senatemajldr allowing BigBaby realDonaldTrump to run wild Why wont they do their jobs THAT is the million dollar question NoWall Farmers TradeWar pictwittercomkVSCgZwFeb ,2019-01-30
It has gone down  points since you started the trade war ,2019-01-30
Could be this is why Trumps socalled economic advisers went along with Trumps nutty trade war ideathey knew theyd need a big juicy excuse for the failure of their tax cuts to benefit the economy   ,2019-01-30
Get real people  Foxconn is cancelling the Wisconsin deal because of the trade war It might well have been real  but after Huawei would you bring a Chinese manufacturing concern into US jurisdiction No Trumping way ,2019-01-30
Its almost like they did trade war to have a built in excuse for tax cut failings The tax cut will stay in place of course ,2019-01-30
Could be this is why Trumps socalled economic advisers went along with Trumps nutty trade war ideathey knew theyd need a big juicy excuse for the failure of their tax cuts to benefit the economy ,2019-01-30
It was at k before your trade war and tax cut ,2019-01-30
It will drop again as your trade war kicks in ,2019-01-30
So Much Winning TNOIIECBAFTATPPAAFPDATW Although even absent the trade war there was never any chance that the tax cut would have produced the capital expenditure boost the White House predicted It was all a lie   ,2019-01-30
US and Chinese officials try for truce in trade war at day meeting in Washington  CBC News   ,2019-01-30
That darn trade war forcing multibillion dollar corporations to buy back stock and enrich their investors ,2019-01-30
and this isnt even factoring in another TradeWar winheadline ,2019-01-30
Rufus Ebegba always grants interviews is always in the news speaking to press men You have been the head of a government body  understand how easily people lie against you when you dont work in their favour Truth is there is a trade war in that sector this fight has been on ,2019-01-30
GaryCohn on CNBC says the taxcuts he helped architect havent produced the capital spending and investment the White House promised because of the tradewar the administration launched simultaneously ,2019-01-30
I mean he is right The trade war definitely mitigated a lot of potential growth from investment and capital spending ,2019-01-30
I dont approve of the trade war but this shows a pathetic inability to accept responsibility for being wrong The tax cuts didnt produce an investment boom because taxes are not a major factor determining business investment  which we knew beforehand   ,2019-01-30
HarleyDavidson is losing speed hurt by the Trump administrations trade war and the aging of its core babyboomer customer base   ,2019-01-30
High stakes trade negotiations between China and United States underway Highstakes meetings between the United States and China began Wednesday at the White House as negotiators attempt to beat the clock in a day trade war truce  PoliticspictwittercombvyiCiHJ ,2019-01-30
Or how CCP talking points end up as headline frames Is Huawei a Pawn in the Trade War   via ForeignAffairs Huawei MengWanzhou Tradewar ,2019-01-30
From the Korean War to todays trade war explore the defining moments of the USChina relationship since   ,2019-01-30
Stridently challenging China for its blatant IP theft and unfair trade practices although a trade war is a very stupid way to do this and staying in the TPP would have been huge to this end I think this is all I gotWoke Twitter please note my profile pic ,2019-01-30
ScottWalker realDonaldTrump how is that Fox Conn deal working out for us Wisconsinites Fox Conn notes trade war main issue  u working wus prez or against American Workers I mean shutdowns and the embarrassment of you Go away already Walkerscrewedusagin Trumpgotchumped ,2019-01-30
They changed cource in response to Trumps idiotic trade war ,2019-01-30
Leave with No common external tarriff No security justice or military partnership No joint Culture Technology or Immigration policy Its a TradeWar EU will loose ,2019-01-30
Just stop please There is zero proof that any jobs created in Arizona were a direct result of the GOP tax bill There is however lots of evidence that your tax bill exploded the debt and deficit and will probably lead to another recession The trade war didnt help either ,2019-01-30
USChina trade war talks begin with protesters rushing Beijing delegation  South China Morning Post  ,2019-01-30
SPY since the opex high Jan  SPY is up     A lot of good things have happened since then  gov reopened good  trade war wins always good  tech monopolies EPS OK good  Fed complete aboutface from raise  QT to pause everything winning ,2019-01-30
What about the China trade war your going to bring it up non stop to bring down todays news If anyone can bring down the evening news you can  I have faith ,2019-01-30
ICYMI Trade war fears and low demand sees profit growth at Chinas industrial giants cut in half  pictwittercomynKwOgR ,2019-01-30
 News  Jan  PM  Bye Bye Trade War China Plans  TRILLION BUYING SPREE to Reduce US Trade Deficit   News Trump Qanon realDonaldTrump WWGWGA ,2019-01-30
dailykos HarleyDavidson says Trumps trade war wiped away all of their profits this year  ,2019-01-30
nah  this isnt what we voted for Theres no need for any of this Just look at China in their trade war talking tough at the start but then having to give in straight away The buyers control the sellers ,2019-01-30
HarleyDavidson says Trumps trade war wiped away all of their profits this year   ,2019-01-30
Wall is stupid there are walls and fences and electronic monitoring Trump creates crisis then howls and flops with zero cogent plan for fix See wall see healthcare see trade war Hes a fraud and a felon always has been You probs think shutting down gov was good move ,2019-01-30
The standoff illustrates well the brewing battle underway globally as trade policy makers attempt to transition the postwar trading framework to address traditionally nontrade areas Read AtlanticCouncil s Barbara Matthews piece here   tradewar chinapictwittercomwswBbQYAej ,2019-01-30
